1.000,1.000,0.000,0.000,0.028,0.014
2.000,1.000,0.000,0.000,0.029,0.014
3.000,1.000,0.000,0.000,0.028,0.017
4.000,1.000,0.000,0.000,0.028,0.015
5.000,1.000,0.000,0.000,0.031,0.014
6.000,1.000,0.000,0.000,0.028,0.013
7.000,1.000,0.000,0.000,0.029,0.014
8.000,1.000,0.000,0.000,0.031,0.014
9.000,1.000,0.000,0.000,0.028,0.014
10.000,1.000,0.000,0.000,0.028,0.013
11.000,1.000,0.000,0.000,0.027,0.014
12.000,1.000,0.000,0.000,0.031,0.013
13.000,1.000,0.000,0.000,0.028,0.014
14.000,1.000,0.000,0.000,0.031,0.012
15.000,1.000,0.000,0.000,0.029,0.014
16.000,1.000,0.000,0.000,0.031,0.015
17.000,1.000,0.000,0.000,0.032,0.017
18.000,1.000,0.000,0.000,0.030,0.013
19.000,1.000,0.000,0.000,0.028,0.015
20.000,1.000,0.000,0.000,0.029,0.013
21.000,1.000,0.000,0.000,0.035,0.019
22.000,1.000,0.000,0.000,0.028,0.014
23.000,1.000,0.000,0.000,0.027,0.014
24.000,1.000,0.000,0.000,0.024,0.034
25.000,1.000,0.000,0.000,0.030,0.013
26.000,1.000,0.000,0.000,0.029,0.012
27.000,1.000,0.000,0.000,0.028,0.034
28.000,1.000,0.000,0.000,0.027,0.014
29.000,1.000,0.000,0.000,0.025,0.012
30.000,1.000,0.000,0.000,0.028,0.013
31.000,1.000,0.000,0.000,0.028,0.013
32.000,1.000,0.000,0.000,0.034,0.017
33.000,1.000,0.000,0.000,0.030,0.013
34.000,1.000,0.000,0.000,0.030,0.012
35.000,1.000,0.000,0.000,0.037,0.053
36.000,1.000,0.000,0.000,0.027,0.034
37.000,1.000,0.000,0.000,0.028,0.013
38.000,1.000,0.000,0.000,0.027,0.035
39.000,1.000,0.000,0.000,0.030,0.012
40.000,1.000,0.000,0.000,0.030,0.012
41.000,1.000,0.000,0.000,0.028,0.012
42.000,1.000,0.000,0.000,0.028,0.013
43.000,1.000,0.000,0.000,0.028,0.013
44.000,1.000,0.000,0.000,0.028,0.013
45.000,1.000,0.000,0.000,0.029,0.014
46.000,1.000,0.000,0.000,0.029,0.034
47.000,1.000,0.000,0.000,0.031,0.017
48.000,1.000,0.000,0.000,0.028,0.014
49.000,1.000,0.000,0.000,0.027,0.014
50.000,1.000,0.000,0.000,0.028,0.014
51.000,1.000,0.000,0.000,0.030,0.014
52.000,1.000,0.000,0.000,0.029,0.013
53.000,1.000,0.000,0.000,0.032,0.018
54.000,1.000,0.000,0.000,0.028,0.012
55.000,1.000,0.000,0.000,0.027,0.014
56.000,1.000,0.000,0.000,0.029,0.014
57.000,1.000,0.000,0.000,0.030,0.014
58.000,1.000,0.000,0.000,0.031,0.018
59.000,1.000,0.000,0.000,0.028,0.014
60.000,1.000,0.000,0.000,0.033,0.013
