0.0,1,0.0
0.0,2,0.0
0.0,3,0.0
0.0,4,0.0
0.0,5,0.0
0.0,6,0.0
0.0,7,0.0
0.0,8,0.0
0.0,9,0.0
0.0,10,0.0
90.0,1,1.414213562373095
90.0,2,1.414213562373095
90.0,3,1.414213562373095
90.0,4,1.414213562373095
90.0,5,1.414213562373095
90.0,6,1.414213562373095
90.0,7,1.414213562373095
90.0,8,1.414213562373095
90.0,9,1.414213562373095
90.0,10,1.414213562373095
180.0,1,2.0
180.0,2,2.0
180.0,3,2.0
180.0,4,2.0
180.0,5,2.0
180.0,6,2.0
180.0,7,2.0
180.0,8,2.0
180.0,9,2.0
180.0,10,2.0
