1.000,1.000,0.000,0.000,1.227,0.289
2.000,1.000,0.000,0.000,0.675,0.072
3.000,1.000,0.000,0.000,0.881,-0.050
4.000,1.000,0.000,0.000,0.980,-0.175
5.000,1.000,0.000,0.000,1.009,0.093
6.000,1.000,0.000,0.000,0.826,0.115
7.000,1.000,0.000,0.000,1.128,-0.043
8.000,1.000,0.000,0.000,0.623,0.102
9.000,1.000,0.000,0.000,0.924,0.050
10.000,1.000,0.000,0.000,0.993,-0.058
11.000,1.000,0.000,0.000,1.259,-0.150
12.000,1.000,0.000,0.000,1.175,-0.266
13.000,1.000,0.000,0.000,1.152,0.153
14.000,1.000,0.000,0.000,1.086,-0.253
15.000,1.000,0.000,0.000,1.299,0.089
16.000,1.000,0.000,0.000,1.228,0.144
17.000,1.000,0.000,0.000,1.058,-0.021
18.000,1.000,0.000,0.000,0.841,0.106
19.000,1.000,0.000,0.000,0.691,0.140
20.000,1.000,0.000,0.000,1.117,-0.012
21.000,1.000,0.000,0.000,0.909,0.074
22.000,1.000,0.000,0.000,1.127,-0.419
23.000,1.000,0.000,0.000,1.133,0.062
24.000,1.000,0.000,0.000,0.830,0.307
25.000,1.000,0.000,0.000,0.881,0.320
26.000,1.000,0.000,0.000,0.664,0.218
27.000,1.000,0.000,0.000,1.203,0.146
28.000,1.000,0.000,0.000,0.871,0.332
29.000,1.000,0.000,0.000,0.912,0.150
30.000,1.000,0.000,0.000,0.745,0.277
31.000,1.000,0.000,0.000,0.754,0.240
32.000,1.000,0.000,0.000,0.952,0.191
33.000,1.000,0.000,0.000,0.919,0.094
34.000,1.000,0.000,0.000,0.903,-0.160
35.000,1.000,0.000,0.000,1.161,0.094
36.000,1.000,0.000,0.000,1.041,0.197
37.000,1.000,0.000,0.000,1.076,0.148
38.000,1.000,0.000,0.000,1.319,-0.009
39.000,1.000,0.000,0.000,1.243,0.256
40.000,1.000,0.000,0.000,1.209,-0.127
41.000,1.000,0.000,0.000,0.933,0.029
42.000,1.000,0.000,0.000,1.506,0.095
43.000,1.000,0.000,0.000,1.340,0.065
44.000,1.000,0.000,0.000,1.013,0.300
45.000,1.000,0.000,0.000,1.288,0.305
46.000,1.000,0.000,0.000,1.179,0.272
47.000,1.000,0.000,0.000,1.021,-0.247
48.000,1.000,0.000,0.000,1.045,0.286
