1.000,1.000,0.000,0.000,1.114,-0.041
2.000,1.000,0.000,0.000,0.964,-0.096
3.000,1.000,0.000,0.000,1.026,-0.016
4.000,1.000,0.000,0.000,0.915,-0.010
5.000,1.000,0.000,0.000,0.912,-0.050
6.000,1.000,0.000,0.000,0.890,-0.012
7.000,1.000,0.000,0.000,1.010,0.008
8.000,1.000,0.000,0.000,1.043,0.017
9.000,1.000,0.000,0.000,0.905,-0.131
10.000,1.000,0.000,0.000,1.003,0.027
11.000,1.000,0.000,0.000,1.009,-0.053
12.000,1.000,0.000,0.000,1.066,-0.097
13.000,1.000,0.000,0.000,0.880,-0.025
14.000,1.000,0.000,0.000,0.957,-0.042
15.000,1.000,0.000,0.000,0.912,-0.090
16.000,1.000,0.000,0.000,1.026,-0.042
17.000,1.000,0.000,0.000,0.841,-0.134
18.000,1.000,0.000,0.000,0.957,0.084
19.000,1.000,0.000,0.000,0.780,-0.004
20.000,1.000,0.000,0.000,0.895,-0.011
21.000,1.000,0.000,0.000,1.017,0.014
22.000,1.000,0.000,0.000,0.969,-0.198
23.000,1.000,0.000,0.000,0.847,0.023
24.000,1.000,0.000,0.000,0.875,0.040
25.000,1.000,0.000,0.000,0.899,-0.080
26.000,1.000,0.000,0.000,0.903,0.040
27.000,1.000,0.000,0.000,0.956,-0.073
28.000,1.000,0.000,0.000,1.118,-0.052
29.000,1.000,0.000,0.000,0.926,-0.020
30.000,1.000,0.000,0.000,1.085,0.008
31.000,1.000,0.000,0.000,0.908,-0.173
32.000,1.000,0.000,0.000,0.816,-0.178
33.000,1.000,0.000,0.000,0.915,-0.019
34.000,1.000,0.000,0.000,1.005,0.037
35.000,1.000,0.000,0.000,0.979,-0.100
36.000,1.000,0.000,0.000,0.973,-0.049
37.000,1.000,0.000,0.000,0.960,-0.078
38.000,1.000,0.000,0.000,1.003,0.090
39.000,1.000,0.000,0.000,0.882,0.114
40.000,1.000,0.000,0.000,0.937,0.061
41.000,1.000,0.000,0.000,0.900,-0.122
42.000,1.000,0.000,0.000,1.000,0.000
43.000,1.000,0.000,0.000,1.125,-0.090
44.000,1.000,0.000,0.000,0.875,-0.038
45.000,1.000,0.000,0.000,0.852,0.045
46.000,1.000,0.000,0.000,0.869,-0.081
47.000,1.000,0.000,0.000,0.961,-0.032
48.000,1.000,0.000,0.000,0.920,-0.019
49.000,1.000,0.000,0.000,0.927,-0.104
50.000,1.000,0.000,0.000,0.827,0.031
51.000,1.000,0.000,0.000,0.958,0.075
52.000,1.000,0.000,0.000,1.019,-0.184
53.000,1.000,0.000,0.000,0.944,0.038
54.000,1.000,0.000,0.000,0.905,0.132
55.000,1.000,0.000,0.000,0.959,0.045
56.000,1.000,0.000,0.000,0.959,0.055
57.000,1.000,0.000,0.000,0.876,-0.049
58.000,1.000,0.000,0.000,1.119,-0.031
59.000,1.000,0.000,0.000,1.068,0.072
60.000,1.000,0.000,0.000,1.011,-0.008
61.000,1.000,0.000,0.000,0.865,-0.049
62.000,1.000,0.000,0.000,1.019,-0.124
63.000,1.000,0.000,0.000,1.182,0.192
64.000,1.000,0.000,0.000,0.874,0.028
65.000,1.000,0.000,0.000,0.891,-0.084
66.000,1.000,0.000,0.000,0.998,-0.158
67.000,1.000,0.000,0.000,0.967,-0.157
68.000,1.000,0.000,0.000,0.846,-0.109
69.000,1.000,0.000,0.000,0.954,-0.013
70.000,1.000,0.000,0.000,0.999,0.016
71.000,1.000,0.000,0.000,0.811,-0.080
72.000,1.000,0.000,0.000,1.012,0.037
73.000,1.000,0.000,0.000,0.935,0.000
74.000,1.000,0.000,0.000,0.859,-0.055
75.000,1.000,0.000,0.000,0.908,-0.137
76.000,1.000,0.000,0.000,1.066,-0.097
77.000,1.000,0.000,0.000,1.036,-0.057
78.000,1.000,0.000,0.000,0.845,-0.105
79.000,1.000,0.000,0.000,1.048,0.058
80.000,1.000,0.000,0.000,0.946,-0.049
81.000,1.000,0.000,0.000,0.887,0.096
82.000,1.000,0.000,0.000,0.977,-0.076
83.000,1.000,0.000,0.000,0.954,0.101
84.000,1.000,0.000,0.000,0.919,-0.176
85.000,1.000,0.000,0.000,0.891,-0.221
86.000,1.000,0.000,0.000,0.829,-0.125
87.000,1.000,0.000,0.000,0.934,0.040
88.000,1.000,0.000,0.000,0.894,-0.078
89.000,1.000,0.000,0.000,0.979,-0.203
90.000,1.000,0.000,0.000,1.068,-0.103
91.000,1.000,0.000,0.000,0.990,-0.007
92.000,1.000,0.000,0.000,0.926,-0.059
93.000,1.000,0.000,0.000,0.975,-0.123
94.000,1.000,0.000,0.000,0.948,-0.057
95.000,1.000,0.000,0.000,0.954,-0.013
96.000,1.000,0.000,0.000,0.893,0.019
97.000,1.000,0.000,0.000,0.884,0.038
98.000,1.000,0.000,0.000,1.011,-0.049
99.000,1.000,0.000,0.000,0.849,-0.057
100.000,1.000,0.000,0.000,0.985,0.095
101.000,1.000,0.000,0.000,0.906,-0.154
102.000,1.000,0.000,0.000,0.880,-0.025
103.000,1.000,0.000,0.000,0.869,-0.133
104.000,1.000,0.000,0.000,0.990,-0.047
105.000,1.000,0.000,0.000,0.935,0.029
106.000,1.000,0.000,0.000,0.748,0.135
107.000,1.000,0.000,0.000,0.885,-0.035
108.000,1.000,0.000,0.000,0.908,-0.183
109.000,1.000,0.000,0.000,1.035,-0.024
