1.000,1.000,0.000,0.000,0.038,0.031
2.000,1.000,0.000,0.000,0.038,0.031
3.000,1.000,0.000,0.000,0.038,0.031
4.000,1.000,0.000,0.000,0.038,0.031
5.000,1.000,0.000,0.000,0.038,0.031
6.000,1.000,0.000,0.000,0.038,0.031
7.000,1.000,0.000,0.000,0.038,0.031
8.000,1.000,0.000,0.000,0.038,0.031
9.000,1.000,0.000,0.000,0.038,0.031
10.000,1.000,0.000,0.000,0.038,0.031
1.000,1.000,180.000,2.000,-0.037,0.111
2.000,1.000,180.000,2.000,-0.037,0.109
3.000,1.000,180.000,2.000,-0.037,0.111
4.000,1.000,180.000,2.000,-0.035,0.107
5.000,1.000,180.000,2.000,-0.037,0.111
6.000,1.000,180.000,2.000,-0.037,0.111
7.000,1.000,180.000,2.000,-0.037,0.107
8.000,1.000,180.000,2.000,-0.037,0.107
9.000,1.000,180.000,2.000,-0.037,0.109
10.000,1.000,180.000,2.000,-0.037,0.111
